2026-04-01 12:30:46 | usuario=databrev | acao=excluir_cliente | detalhe=clientes=[4294968951, 8589972978, 8589976628, 4294967318, 254840, 555096, 365474, 8590030088, 549495, 39505, 295146, 50335, 784523, 122860, 790942, 8590100810, 49152, 1201727, 458916, 38065, 1299520, 1764296, 46272, 399769, 1952429, 123514, 13571, 38066, 1776930, 1757245, 2138738, 20367, 1564280, 4294975819, 1021956, 1801031, 4294967559, 4295310454, 18182, 268148, 2863042, 18185, 1749196, 1432228, 3677108, 1770690, 469168, 3802118, 3070915, 3193488, 478826, 4430153, 123222, 19370, 11689, 47892, 2665240, 4880500, 3173084, 14917, 1823368, 251429, 79972, 4826152, 11619, 8590036703, 5382583, 5696486, 8591180813, 1967598, 236715, 2741890, 1894275, 4294986309, 1018091, 5692371, 1776928, 5943508, 453593, 3181594, 6543038, 8591300223, 3823788, 405845, 4477040, 8591397801, 393033, 24788, 7175404, 4295036542, 1201699, 1678071, 6367506, 13566, 1211561, 1280608, 734200, 366210, 78252, 944035, 17402, 12893456228, 12893708799, 7184054, 12868, 77122, 1023239, 2104803, 7208207, 292323, 12894875345, 112561, 125047, 8592398310, 344825, 18530, 7223910, 77172, 250609, 2019401, 7315212, 8589934697, 4294978491, 6381038, 7326086, 12895874523, 2910169, 12892119638, 7326791, 7259232, 2904522, 4520677, 8592241246, 1746376, 22184, 3808885, 38067, 7456431, 13556, 16983, 77066, 50333, 7242965, 7199536, 3145247, 969936, 7288472, 7192344, 8590829623, 5994338, 114688, 46032, 7808131, 101850, 7435134, 7275629, 7195264, 7292408, 79972, 161581, 116525, 250609, 8590016089, 8589941988, 8589996661, 8589974413, 12309, 8589935450, 8589934697, 8590367989, 8590030088, 8590100810, 8590432128, 8590205349, 8589943129, 8590395057, 2381688, 2975827, 8589935452, 8590871952, 8589957891, 8590248284, 8589972978, 8591300223, 8591091264, 8589972977, 8591180813, 77122, 8590036703, 8591122005, 8591192263, 8589941989, 6345162, 8592170963, 8592398310, 5438860, 272173, 11619, 1298646, 2410792, 3609681, 7259232, 8590116910, 8592305029, 6869560, 7034865, 7355456, 4298044520, 13556, 1402977, 4620258, 8589976628, 8591551919, 8592241246, 50335, 18182, 312974, 4294975819, 18530, 77172, 17402, 16885, 4294986309, 8589976628, 969936, 38065, 13570, 4294967559, 393033, 734200, 4295310454, 268148, 13571, 4295036542, 4294978491, 78252, 292323, 19370, 8589934697, 8590036703, 3823993, 6381038, 12868, 13566, 12893708799, 46390, 18896, 77122, 553715, 12309, 4620258, 7265033, 7350428, 4270120, 3808885, 7334750, 13556, 4294967318, 8589934695, 7350436, 161581, 1, 4604457]; afetados=263
2026-04-01 12:30:59 | usuario=databrev | acao=carregar_lista | detalhe=quantidade=263
2026-04-01 12:30:59 | usuario=databrev | acao=inativar_cliente | detalhe=clientes=[4294968951, 8589972978, 8589976628, 4294967318, 254840, 555096, 365474, 8590030088, 549495, 39505, 295146, 50335, 784523, 122860, 790942, 8590100810, 49152, 1201727, 458916, 38065, 1299520, 1764296, 46272, 399769, 1952429, 123514, 13571, 38066, 1776930, 1757245, 2138738, 20367, 1564280, 4294975819, 1021956, 1801031, 4294967559, 4295310454, 18182, 268148, 2863042, 18185, 1749196, 1432228, 3677108, 1770690, 469168, 3802118, 3070915, 3193488, 478826, 4430153, 123222, 19370, 11689, 47892, 2665240, 4880500, 3173084, 14917, 1823368, 251429, 79972, 4826152, 11619, 8590036703, 5382583, 5696486, 8591180813, 1967598, 236715, 2741890, 1894275, 4294986309, 1018091, 5692371, 1776928, 5943508, 453593, 3181594, 6543038, 8591300223, 3823788, 405845, 4477040, 8591397801, 393033, 24788, 7175404, 4295036542, 1201699, 1678071, 6367506, 13566, 1211561, 1280608, 734200, 366210, 78252, 944035, 17402, 12893456228, 12893708799, 7184054, 12868, 77122, 1023239, 2104803, 7208207, 292323, 12894875345, 112561, 125047, 8592398310, 344825, 18530, 7223910, 77172, 250609, 2019401, 7315212, 8589934697, 4294978491, 6381038, 7326086, 12895874523, 2910169, 12892119638, 7326791, 7259232, 2904522, 4520677, 8592241246, 1746376, 22184, 3808885, 38067, 7456431, 13556, 16983, 77066, 50333, 7242965, 7199536, 3145247, 969936, 7288472, 7192344, 8590829623, 5994338, 114688, 46032, 7808131, 101850, 7435134, 7275629, 7195264, 7292408, 79972, 161581, 116525, 250609, 8590016089, 8589941988, 8589996661, 8589974413, 12309, 8589935450, 8589934697, 8590367989, 8590030088, 8590100810, 8590432128, 8590205349, 8589943129, 8590395057, 2381688, 2975827, 8589935452, 8590871952, 8589957891, 8590248284, 8589972978, 8591300223, 8591091264, 8589972977, 8591180813, 77122, 8590036703, 8591122005, 8591192263, 8589941989, 6345162, 8592170963, 8592398310, 5438860, 272173, 11619, 1298646, 2410792, 3609681, 7259232, 8590116910, 8592305029, 6869560, 7034865, 7355456, 4298044520, 13556, 1402977, 4620258, 8589976628, 8591551919, 8592241246, 50335, 18182, 312974, 4294975819, 18530, 77172, 17402, 16885, 4294986309, 8589976628, 969936, 38065, 13570, 4294967559, 393033, 734200, 4295310454, 268148, 13571, 4295036542, 4294978491, 78252, 292323, 19370, 8589934697, 8590036703, 3823993, 6381038, 12868, 13566, 12893708799, 46390, 18896, 77122, 553715, 12309, 4620258, 7265033, 7350428, 4270120, 3808885, 7334750, 13556, 4294967318, 8589934695, 7350436, 161581, 1, 4604457]; afetados=263
2026-04-01 12:31:13 | usuario=databrev | acao=inativar_vendas_a_prazo | detalhe=clientes=[4294968951, 8589972978, 8589976628, 4294967318, 254840, 555096, 365474, 8590030088, 549495, 39505, 295146, 50335, 784523, 122860, 790942, 8590100810, 49152, 1201727, 458916, 38065, 1299520, 1764296, 46272, 399769, 1952429, 123514, 13571, 38066, 1776930, 1757245, 2138738, 20367, 1564280, 4294975819, 1021956, 1801031, 4294967559, 4295310454, 18182, 268148, 2863042, 18185, 1749196, 1432228, 3677108, 1770690, 469168, 3802118, 3070915, 3193488, 478826, 4430153, 123222, 19370, 11689, 47892, 2665240, 4880500, 3173084, 14917, 1823368, 251429, 79972, 4826152, 11619, 8590036703, 5382583, 5696486, 8591180813, 1967598, 236715, 2741890, 1894275, 4294986309, 1018091, 5692371, 1776928, 5943508, 453593, 3181594, 6543038, 8591300223, 3823788, 405845, 4477040, 8591397801, 393033, 24788, 7175404, 4295036542, 1201699, 1678071, 6367506, 13566, 1211561, 1280608, 734200, 366210, 78252, 944035, 17402, 12893456228, 12893708799, 7184054, 12868, 77122, 1023239, 2104803, 7208207, 292323, 12894875345, 112561, 125047, 8592398310, 344825, 18530, 7223910, 77172, 250609, 2019401, 7315212, 8589934697, 4294978491, 6381038, 7326086, 12895874523, 2910169, 12892119638, 7326791, 7259232, 2904522, 4520677, 8592241246, 1746376, 22184, 3808885, 38067, 7456431, 13556, 16983, 77066, 50333, 7242965, 7199536, 3145247, 969936, 7288472, 7192344, 8590829623, 5994338, 114688, 46032, 7808131, 101850, 7435134, 7275629, 7195264, 7292408, 79972, 161581, 116525, 250609, 8590016089, 8589941988, 8589996661, 8589974413, 12309, 8589935450, 8589934697, 8590367989, 8590030088, 8590100810, 8590432128, 8590205349, 8589943129, 8590395057, 2381688, 2975827, 8589935452, 8590871952, 8589957891, 8590248284, 8589972978, 8591300223, 8591091264, 8589972977, 8591180813, 77122, 8590036703, 8591122005, 8591192263, 8589941989, 6345162, 8592170963, 8592398310, 5438860, 272173, 11619, 1298646, 2410792, 3609681, 7259232, 8590116910, 8592305029, 6869560, 7034865, 7355456, 4298044520, 13556, 1402977, 4620258, 8589976628, 8591551919, 8592241246, 50335, 18182, 312974, 4294975819, 18530, 77172, 17402, 16885, 4294986309, 8589976628, 969936, 38065, 13570, 4294967559, 393033, 734200, 4295310454, 268148, 13571, 4295036542, 4294978491, 78252, 292323, 19370, 8589934697, 8590036703, 3823993, 6381038, 12868, 13566, 12893708799, 46390, 18896, 77122, 553715, 12309, 4620258, 7265033, 7350428, 4270120, 3808885, 7334750, 13556, 4294967318, 8589934695, 7350436, 161581, 1, 4604457]; afetados=29
2026-04-01 12:34:21 | usuario=databrev | acao=login_sucesso | detalhe=tipo=master
2026-04-01 12:34:22 | usuario=databrev | acao=carregar_lista | detalhe=quantidade=263
2026-04-01 12:37:41 | usuario=databrev | acao=login_sucesso | detalhe=tipo=master
2026-04-01 12:37:42 | usuario=databrev | acao=carregar_lista | detalhe=quantidade=263
2026-04-01 12:37:54 | usuario=databrev | acao=excluir_usuario | detalhe=alvo=t
2026-04-01 12:40:01 | usuario=databrev | acao=login_sucesso | detalhe=tipo=master
